Nome,Descrição,Imagem,id_
Night Nurse (Earth-9997),,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4ce5a5ecbf8b9.jpg,B20533B20533
Night Nurse (Linda Carter),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,I25202I25202
Night Thrasher,,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/52695ac9de43e.jpg,Q61867Q61867
Night Thrasher (Dwayne Taylor),,http://i.annihil.us/u/prod/marvel/i/mg/f/80/4ce5ab3d8bf66.jpg,H85630H85630
Nightcrawler,,http://i.annihil.us/u/prod/marvel/i/mg/1/40/526034979bc98.jpg,J78089J78089
Nightcrawler (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/4c002e438799c.jpg,Q21660Q21660
Nighthawk,,http://i.annihil.us/u/prod/marvel/i/mg/5/80/4c00391ba3a93.jpg,N41699N41699
Nightmare,,http://i.annihil.us/u/prod/marvel/i/mg/2/40/4c003d1b26622.jpg,F29177F29177
Nightshade,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,H76376H76376
Nine-Fold Daughters of Xao,,http://i.annihil.us/u/prod/marvel/i/mg/5/70/4c002e21e16a8.jpg,O62347O62347
Nitro,,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c00372e0847c.jpg,M64313M64313
Nocturne,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,J60003J60003
Nomad,,http://i.annihil.us/u/prod/marvel/i/mg/3/50/4c003d1875f38.jpg,M99714M99714
Nomad (Rikki Barnes),,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4ce5a79501bd6.jpg,J74375J74375
Nomad (Steve Rogers),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,E67121E67121
Norman Osborn,,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/51e829cd06982.jpg,J57479J57479
Norrin Radd,,http://i.annihil.us/u/prod/marvel/i/mg/d/50/4c00393385563.jpg,T22411T22411
Northstar,,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/4c003d15985a0.jpg,A92514A92514
Nova,,http://i.annihil.us/u/prod/marvel/i/mg/1/00/51756578d2a75.jpg,T28086T28086
Nova (Frankie Raye),,http://i.annihil.us/u/prod/marvel/i/mg/9/f0/53176fd93dbc9.jpg,X52063X52063
Nova (Sam Alexander),"Sam Alexander inherited the role of Nova from his father, who went missing mysteriously. The new Human Rocket struggles to become a hero while searching for his dad.",http://i.annihil.us/u/prod/marvel/i/mg/e/20/5269615681f91.jpg,W24016W24016
Nova (USM),"The hyperactive loose cannon of the team. Sam Alexander always feels like he has something to prove. 

The hyperactive loose cannon of the group. Sam always feels like he has something to prove.

Samâ€™s powers derive from the Nova Force, which is channeled through his helmet. These powers include flight, enhanced durability, and the ability to absorb and release pulses of energy. However, Sam does not know the extent of his powers, let alone how they work.  

Enthusiastic and immature, Samâ€™s eagerness can be a blessing and a curse. His personality will constantly clash with Spideyâ€™s as they compete for bragging rights. ",http://i.annihil.us/u/prod/marvel/i/mg/7/03/523217e5c9327.jpg,Y61635Y61635
Nuke,,http://i.annihil.us/u/prod/marvel/i/mg/c/10/4ce5a28ac1c48.jpg,N39791N39791
Obadiah Stane,,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4ce5a1b721545.jpg,X93510X93510
Odin,,http://i.annihil.us/u/prod/marvel/i/mg/3/00/539a06a64b262.jpg,G53166G53166
Ogun,,http://i.annihil.us/u/prod/marvel/i/mg/b/a0/4c003d0c92efb.jpg,G29430G29430
Okoye,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Y73023Y73023
Old Lace,,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c00359a2be7b.jpg,C78181C78181
Old Man Logan (Earth-807128),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,M69301M69301
Omega (Michael Pointer),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,R67904R67904
Omega Flight,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,W52656W52656
Omega Red,,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c003d09267ae.jpg,Q49578Q49578
Omega Sentinel,,http://i.annihil.us/u/prod/marvel/i/mg/8/70/4c002e4dc5f11.jpg,O95682O95682
Omega the Unknown,,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4ce5a4e4cd15d.jpg,N59626N59626
Onslaught,,http://i.annihil.us/u/prod/marvel/i/mg/6/60/535febc427605.jpg,E37325E37325
Onslaught (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,E56164E56164
Oracle,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c003d0361454.jpg,U36992U36992
Ord,,http://i.annihil.us/u/prod/marvel/i/mg/6/40/4c002f1c476f9.jpg,E82143E82143
Orphan,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Q16340Q16340
Orphan-Maker,,http://i.annihil.us/u/prod/marvel/i/mg/c/50/4c7c63f383bac.jpg,G18410G18410
Otto Octavius,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,W48337W48337
Outlaw (Inez Temple),,http://i.annihil.us/u/prod/marvel/i/mg/c/e0/4ce59d3a80ff7.jpg,C57241C57241
Outlaw Kid,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,X82797X82797
Overlord,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,N34079N34079
Owl,,http://i.annihil.us/u/prod/marvel/i/mg/9/40/4ce5a45d60e63.jpg,H51446H51446
Ozymandias,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,H15917H15917
Paibok,,http://i.annihil.us/u/prod/marvel/i/mg/3/30/4c002f617817e.jpg,I35638I35638
Paladin,,http://i.annihil.us/u/prod/marvel/i/mg/c/30/535ff3bef14c1.jpg,X42897X42897
Pandemic,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,P52079P52079
Paper Doll,,http://i.annihil.us/u/prod/marvel/i/mg/9/10/4ce5a65b2e406.jpg,Y14715Y14715
Patch,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,B92620B92620
Patriot,,http://i.annihil.us/u/prod/marvel/i/mg/8/b0/4c003cfda4644.jpg,T17010T17010
Payback,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,M65918M65918
Peggy Carter (Captain Carter),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,M80246M80246
Penance (Monet St. Croix),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,W21928W21928
Penance (Robert Baldwin),,http://i.annihil.us/u/prod/marvel/i/mg/6/90/52695808ada2e.jpg,K21402K21402
Pepper Potts,,http://i.annihil.us/u/prod/marvel/i/mg/c/f0/4ce188e09af9c.jpg,Y41072Y41072
Pestilence,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,B22890B22890
Pet Avengers,,http://i.annihil.us/u/prod/marvel/i/mg/6/50/4ce5a721b6817.jpg,Y95337Y95337
Pete Wisdom,"Pete Wisdom is a former agent of the British intelligence agency Black Air, which was charged with the observation of, and interaction with, extranormal activity, and he was the agency's liaison with the British superhero group Excalibur, whom he eventually aided in exposing Black Air's subversive criminal activities.",http://i.annihil.us/u/prod/marvel/i/mg/f/b0/4c003740c9027.jpg,W67510W67510
Peter Parker,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,E92400E92400
Peter Quill,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,F82054F82054
Phalanx,,http://i.annihil.us/u/prod/marvel/i/mg/e/03/527411987e35d.jpg,Q58070Q58070
Phantom Reporter,,http://i.annihil.us/u/prod/marvel/i/mg/9/90/4ce5a77f0492c.jpg,Y80964Y80964
Phil Coulson (Phil Coulson),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,R80800R80800
Phil Sheldon,,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4ce5a6f45075d.jpg,W77763W77763
Phoenix Force,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Z76368Z76368
Photon,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,D45262D45262
Phyla-Vell,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,B28077B28077
Piledriver,,http://i.annihil.us/u/prod/marvel/i/mg/e/e0/4ce5a3bf4b3c4.jpg,Z39120Z39120
Pip,,http://i.annihil.us/u/prod/marvel/i/mg/9/30/4ce5a30a8249e.jpg,U54597U54597
Pixie,,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4c002f2d626ee.jpg,F41546F41546
Plazm,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,U39791U39791
Polaris,,http://i.annihil.us/u/prod/marvel/i/mg/c/c0/5274122562b05.jpg,T19135T19135
Post,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,A61811A61811
Power Man (USM),"A former street kid whoâ€™s not quite used to the Super Hero world, Luke is a no-nonsense tough guy who serves as the emotional heart and big brother of the group. He is fiercely loyal and nearly fearless in battle. 

Lukeâ€™s unbreakable skin and super strength make him the bruiser out of all the trainees. Heâ€™s the first guy to jump into a fight. However, he can still be hurt by concussive blasts and other forms of energy.

As Dannyâ€™s best friend, Luke is the translator for Dannyâ€™s sometimes spacey, non-sequitur comments. Luke will always be the first to defend Peter from others, both as civilians and Super Heroes.",http://i.annihil.us/u/prod/marvel/i/mg/3/00/52321806b45cf.jpg,E48891E48891
Power Pack,,http://i.annihil.us/u/prod/marvel/i/mg/3/40/528d338b532d2.jpg,P63085P63085
Praxagora,,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4c002f58eeeb4.jpg,K94284K94284
Preak,,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4c002f5458faa.jpg,N97511N97511
Pretty Boy,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708.jpg,G72567G72567
Pride,,http://i.annihil.us/u/prod/marvel/i/mg/1/b0/4c0030ac10524.jpg,I41691I41691
Prima,,http://i.annihil.us/u/prod/marvel/i/mg/8/90/4cd0612ec055b.jpg,C99441C99441
Prince of Orphans,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,K52061K52061
Princess Powerful,,http://i.annihil.us/u/prod/marvel/i/mg/3/60/4c0037783e8b3.jpg,T73958T73958
Prism,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Y71099Y71099
Prodigy,,http://i.annihil.us/u/prod/marvel/i/mg/c/20/535feca6710cd.jpg,T82095T82095
Prodigy (David Alleyne),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,I83285I83285
Proemial Gods,,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c002f51c9436.jpg,E72678E72678
Professor Monster,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,A66895A66895
Professor X,,http://i.annihil.us/u/prod/marvel/i/mg/3/e0/528d3378de525.jpg,R79523R79523
Professor X (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/3/70/51e82b7720a59.jpg,B20474B20474
Proteus,,http://i.annihil.us/u/prod/marvel/i/mg/a/10/535fedc85b486.jpg,H37915H37915
Proteus (House of M),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,K33209K33209
Proteus (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/8/30/4c0033f0b31ed.jpg,C61499C61499
Proudstar,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,E81888E81888
Prowler,,http://i.annihil.us/u/prod/marvel/i/mg/8/50/4c003c8acc314.jpg,W81734W81734
Prowler (Rick Lawson),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,P32678P32678
Psycho-Man,,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c003c82b377c.jpg,R16894R16894
Psylocke,,http://i.annihil.us/u/prod/marvel/i/mg/1/50/526961ce86539.jpg,A50332A50332
PsyNapse,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,J12206J12206
Puck,,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c003c7cc0d8f.jpg,L21741L21741
Puck (Zuzha Yu),,http://i.annihil.us/u/prod/marvel/i/mg/b/60/4c0033edbce41.jpg,H74647H74647
Puff Adder,,http://i.annihil.us/u/prod/marvel/i/mg/4/c0/4c0035b602a0a.jpg,O40600O40600
pug,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,N36508N36508
Puma,,http://i.annihil.us/u/prod/marvel/i/mg/7/c0/4c003c7a0ab21.jpg,I49293I49293
Punisher,,http://i.annihil.us/u/prod/marvel/i/mg/3/90/5261675f6b22f.jpg,Y42634Y42634
Punisher (2099),,http://i.annihil.us/u/prod/marvel/i/mg/c/a0/53176fef7fa1c.jpg,P88153P88153
Punisher (Marvel: Avengers Alliance),,http://i.annihil.us/u/prod/marvel/i/mg/0/03/5239b5b358300.jpg,O98458O98458
Puppet Master,,http://i.annihil.us/u/prod/marvel/i/mg/6/40/4c003c738f74c.jpg,G50583G50583
Purifiers,,http://i.annihil.us/u/prod/marvel/i/mg/d/90/5274118670d83.jpg,I47033I47033
Purple Man,,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c003c7030b39.jpg,R50766R50766
Pyro,,http://i.annihil.us/u/prod/marvel/i/mg/e/c0/4ce5a0eeab435.jpg,P42177P42177
Quake (Daisy Johnson),,http://i.annihil.us/u/prod/marvel/i/mg/b/c0/553a9abceb412.jpg,F63371F63371
Quasar (Phyla-Vell),,http://i.annihil.us/u/prod/marvel/i/mg/6/03/52741171e681e.jpg,R16842R16842
Quasar (Wendell Vaughn),,http://i.annihil.us/u/prod/marvel/i/mg/d/80/52741155a2994.jpg,T77578T77578
Quasimodo,,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c00392ddd605.jpg,S84150S84150
Queen Noir,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,K53179K53179
Quentin Quire,,http://i.annihil.us/u/prod/marvel/i/mg/6/40/4c003d7fc6294.jpg,L56637L56637
Quicksilver,,http://i.annihil.us/u/prod/marvel/i/mg/6/f0/53176ffc42f58.jpg,P82844P82844
Quicksilver (Age of Apocalypse),,http://i.annihil.us/u/prod/marvel/i/mg/9/50/528d36e27d0ae.jpg,F72521F72521
Quicksilver (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/1/03/53177007431ee.jpg,W20725W20725
Rachel Grey,,http://i.annihil.us/u/prod/marvel/i/mg/d/10/52741143108e7.jpg,R45720R45720
Radioactive Man,,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c003c66d3393.jpg,F47987F47987
Rafael Vega,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,X89822X89822
Rage,,http://i.annihil.us/u/prod/marvel/i/mg/6/20/4c0035e72e3d8.jpg,I78679I78679
Raider,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Q16593Q16593
Randall,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,I68279I68279
Randall Flagg,,http://i.annihil.us/u/prod/marvel/i/mg/8/d0/4ce5a67201a4e.jpg,B91892B91892
Random,,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c00375b36bd4.jpg,F78230F78230
Rattler,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,F61933F61933
Ravenous,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Z41455Z41455
Rawhide Kid,,http://i.annihil.us/u/prod/marvel/i/mg/1/90/4ce5a3e0dbd3a.jpg,W73182W73182
Raza,,http://i.annihil.us/u/prod/marvel/i/mg/c/70/4ce5a1057fce9.jpg,G50112G50112
Reaper,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,S68591S68591
Reavers,,http://i.annihil.us/u/prod/marvel/i/mg/b/c0/4c003c63deac8.jpg,C62830C62830
Reavers (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,D89207D89207
Red 9,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,F15652F15652
Red Ghost,,http://i.annihil.us/u/prod/marvel/i/mg/7/10/535ff3cd59285.jpg,S29659S29659
Red Ghost (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,T49358T49358
Red Guardian (Alexei Shostakov),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,M40833M40833
Red Hulk,,http://i.annihil.us/u/prod/marvel/i/mg/5/90/5102cb7fc1262.jpg,C17368C17368
Red Hulk (HAS),"US Army General Thunderbolt Ross used to a be a huge pain in Hulk's you know what! But as the saying goes, if you can't beat 'em, join 'em! He decided to supersize himself and join the team as Red! Just as cranky as before, Red still gives Hulk a hard time, but deep down he loves being a part of the Agents of S.M.A.S.H. - that, and his Gatling Laser Cannon. ",http://i.annihil.us/u/prod/marvel/i/mg/2/a0/523214eac3705.jpg,T37172T37172
Red She-Hulk,,http://i.annihil.us/u/prod/marvel/i/mg/e/70/50fec0bfb125a.jpg,L94063L94063
Red Shift,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,S59973S59973
Red Skull,,http://i.annihil.us/u/prod/marvel/i/mg/2/03/526036550cd37.jpg,F57523F57523
Red Skull (Albert Malik),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,C36521C36521
Red Wolf,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,P75878P75878
Redwing,,http://i.annihil.us/u/prod/marvel/i/mg/6/70/4ce5a7383561c.jpg,A20263A20263
Reptil,,http://i.annihil.us/u/prod/marvel/i/mg/c/00/4ce5a6ff4202c.jpg,P11155P11155
Retro Girl,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,B33668B33668
Revanche,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708.jpg,A13541A13541
Rhino,,http://i.annihil.us/u/prod/marvel/i/mg/8/60/4c003c58f1a0c.jpg,A67139A67139
Rhodey,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,V87886V87886
Richard Fisk,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,E83161E83161
Rick Jones,,http://i.annihil.us/u/prod/marvel/i/mg/2/e0/5274112b036ff.jpg,R23273R23273
Rick Jones (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,H60138H60138
Ricochet,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Q56005Q56005
Rictor,,http://i.annihil.us/u/prod/marvel/i/mg/3/03/527414130f76d.jpg,H57351H57351
Riptide,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,P59356P59356
Risque,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c7c645aa1623.jpg,W31602W31602
Robbie Robertson,,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c003c50a94b7.jpg,O73701O73701
Robert Baldwin ,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,O81192O81192
Robin Chapel,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,B35455B35455
Rocket Raccoon,"A genetically-engineered alien with a knack for big guns and fast ships, Rocket serves as the backbone of the Guardians of the Galaxy!",http://i.annihil.us/u/prod/marvel/i/mg/9/b0/50fec1e49298a.jpg,T68180T68180
Rocket Raccoon (Marvel Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/6/40/5239be52b8c32.jpg,F24497F24497
Rocket Racer,,http://i.annihil.us/u/prod/marvel/i/mg/2/e0/4c0037551d8c2.jpg,D69019D69019
Rockslide,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Y39398Y39398
Rogue,,http://i.annihil.us/u/prod/marvel/i/mg/3/10/5112d84e2166c.jpg,E79258E79258
Rogue (Age of Apocalypse),,http://i.annihil.us/u/prod/marvel/i/mg/1/00/528d36d415498.jpg,K91259K91259
Rogue (Deadpool),,http://i.annihil.us/u/prod/marvel/i/mg/3/20/5239c25861c1a.jpg,R96072R96072
Rogue (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/531771d5927db.jpg,H11863H11863
Rogue (X-Men: Battle of the Atom),,http://i.annihil.us/u/prod/marvel/i/mg/3/10/52d72b4157a62.jpg,A13490A13490
Roland Deschain,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,F63183F63183
Romulus,,http://i.annihil.us/u/prod/marvel/i/mg/6/70/4ce5a75b67009.jpg,O31641O31641
Ronan,,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/5260363fc40f2.jpg,X92776X92776
Ronin,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,X69135X69135
Roughhouse,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,K85591K85591
Roulette,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,O55904O55904
Roxanne Simpson,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Q54904Q54904
Rumiko Fujikawa,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Q67097Q67097
Runaways,"The teens who became the Runaways found that some family secrets are bigger than others when they witnessed their parents, part of a cabal known as the Pride, murdering a young girl during a secret sacrificial ritual. ",http://i.annihil.us/u/prod/marvel/i/mg/f/60/535fec953eaab.jpg,A18157A18157
Russian,,http://i.annihil.us/u/prod/marvel/i/mg/8/10/4c003c4af200f.jpg,N87275N87275
S.H.I.E.L.D.,,http://i.annihil.us/u/prod/marvel/i/mg/6/20/51097abb8e306.jpg,X31862X31862
Sabra,"Ruth Bat-Seraph is an Israeli national who, along with her family, was taken to a special community by the Israeli government when her genetic mutation manifested.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,V17191V17191
Sabretooth,,http://i.annihil.us/u/prod/marvel/i/mg/1/00/4ce1895117793.jpg,P25302P25302
Sabretooth (Age of Apocalypse),,http://i.annihil.us/u/prod/marvel/i/mg/d/90/5269580126d71.jpg,J72299J72299
Sabretooth (House of M),,http://i.annihil.us/u/prod/marvel/i/mg/5/80/4c0033dd26d33.jpg,M26324M26324
Sabretooth (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c0033dfc318e.jpg,T14165T14165
Sage,,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c003c44095cb.jpg,A53067A53067
Salem's Seven (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,B73855B73855
Sally Floyd,,http://i.annihil.us/u/prod/marvel/i/mg/c/d0/4ce5a4ef4b966.jpg,D39840D39840
Salo,,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4c002f4ee689c.jpg,Q60038Q60038
Sandman,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,U39240U39240
Santa Claus,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,D48357D48357
Saracen (Muzzafar Lambert),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Z19619Z19619
Sasquatch (Walter Langkowski),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,A17793A17793
Satana,,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/4ce5a46882aa9.jpg,Z62259Z62259
Sauron,,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c003c3d85554.jpg,B68871B68871
Scalphunter,,http://i.annihil.us/u/prod/marvel/i/mg/9/10/4ce5a473b81b3.jpg,O51097O51097
Scarecrow (Ebenezer Laughton),"Realizing the criminal potential of his abilities, Umberto stole a flock of trained birds from a fellow performer to assist him in his new costumed criminal guise as the Scarecrow.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,W59707W59707
Scarlet Spider (Ben Reilly),,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4ce5a531089da.jpg,E53911E53911
Scarlet Spider (Kaine),,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/4ed7bd3756650.jpg,N49107N49107
Scarlet Witch,,http://i.annihil.us/u/prod/marvel/i/mg/6/70/5261a7d7c394b.jpg,K75975K75975
Scarlet Witch (Age of Apocalypse),,http://i.annihil.us/u/prod/marvel/i/mg/c/10/536408dbb7cca.jpg,E54536E54536
Scarlet Witch (Marvel Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/9/60/5239be3a2a6e9.jpg,I25447I25447
Scarlet Witch (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/6/03/53177154d219d.jpg,O43279O43279
Scorpion (Carmilla Black),"Carmilla Black is a genetically engineered human, created by Advanced Idea Mechanics (A.I.M.).",http://i.annihil.us/u/prod/marvel/i/mg/6/40/4c0037366fae7.jpg,I35084I35084
Scorpion (Mac Gargan),,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4ce5a1446341d.jpg,F11648F11648
Scorpion (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,C84976C84976
Scourge,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,C48137C48137
Scrambler,"Korean national Kim Il Sung was the youngest member of the Marauders, the superhuman assassins responsible for massacring the underground mutant community known as the Morlocks.",http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c002f076451c.jpg,X25269X25269
Scream (Donna Diego),"Out of the five alien symbiotes that were forcefully extracted from Venom (while bonded with Eddie Brock) by the Life Foundation, Donna's is the only one still active today that is not bonded to Hybrid.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Q19109Q19109
Screwball,"Trained in parkour, Screwball, fairly new to the New York City superhuman criminal community, specializes in recording he crimes and broadcasting them live over the internet.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,N40916N40916
Sebastian Shaw,Sebastian Shaw was invited to join the elite Hellfire Club and quickly worked his way into a position within the Inner Circle.,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c003c1e9a90e.jpg,F77609F77609
Secret Warriors,,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/5260362fd0fb3.jpg,Y96902Y96902
Selene,"The long-standing Black Queen of the Hellfire Club's Inner Circle, Selene Gallio professes to have lived for several millennia, and to have been a foe of the ancient sorcerer, Kulan Gath.",http://i.annihil.us/u/prod/marvel/i/mg/8/d0/4c003c337aff5.jpg,O26912O26912
Senator Kelly,,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4ce5a14f2ea36.jpg,F64800F64800
Sentinel,,http://i.annihil.us/u/prod/marvel/i/mg/6/60/4ce5a159e5082.jpg,B79646B79646
Sentinels,,http://i.annihil.us/u/prod/marvel/i/mg/4/50/4ce5a66693659.jpg,S72327S72327
Sentry (Robert Reynolds),"Empowered by the enigmatic Professor's secret formula, high school student Robert Reynolds became a superhuman.",http://i.annihil.us/u/prod/marvel/i/mg/f/03/52695b1392c78.jpg,P14307P14307
Ser Duncan,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,V77549V77549
